SBA FRANCHISE IDENTIFIER CODE|BRAND|MEETS FTC DEFINITION OF A FRANCHISE?|IS AN  ADDENDUM NEEDED?|SBA ADDENDUM - Form 2462|SBA NEGOTIATED ADDENDUM|SBA FRANCHISE IDENTIFIER CODE Start Date|ZXA4
S0928|KENNELWOOD PET RESORTS|Y|Y|Y|N|10/1/2017|
S5081|Kenworth Truck Company - Dealer Sales and Service Agreement|Y|Y|Y|N|4/8/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S3207|KEO Asian Cuisine|Y|Y|Y|N|6/11/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed. 
S6109|Keppner Boxing & Fitness|Y|Y|Y|N|11/23/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Agreement with Landlord may not be executed.
|Keratin Laboratories - Distributor Agreement|N|N|||4/2/2019|
|Kestra Investment Services, LLC  - Investment Advisor Representative Agreement|N|N|||3/23/2020|
|Kestra Investment Services, LLC - Registered Representative Agreement|N|N|||3/23/2020|
S0929|KEVA JUICE|Y|Y|Y|N|10/1/2017|
|Kevin Murphy - Purchase and Non-Diversion Agreement|N|N|||1/26/2021|
|Key Food - Member Agreement|N|N|||1/22/2020|1. If the cooperative provides the Applicant with a loan/credit advance, Lender/CDC must include the availability of the loan/advance in the credit elsewhere determination in accordance with SOP 50 10.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S2752|Key Oil|Y|Y|Y|N|3/9/2018|Distributor may not file anything against the SBA Real Estate Collateral
S0939|Key West|Y|Y||Y|10/1/2017|
S0940|Keyrenter Property Management|Y|Y||Y|10/1/2017|
S6608|Keystone|Y|Y|Y|N|5/17/2021|
|Keystone Logistics - Agent Agreement|N|N|||1/28/2020|
|Keystone Sales and Service Agreement|N|N|||9/1/2020|
S0930|KFC|Y|Y||Y|10/1/2017|
|KHS America, Inc. - Security Agreement|N|N|||4/15/2021|
S0941|Ki'netik Fitness|Y|Y|Y|N|10/1/2017|
S4776|Kia Dealer Sales and Service Agreement|Y|Y|N|Y|12/31/2019|Manufacturer may not file anything against the SBA Real Estate Collateral
S6229|KickHouse|Y|Y|Y|N|1/21/2021|
S3543|Kid City USA|Y|Y|Y|N|9/24/2018|SBA applicants operating under a Master Franchise Agreement are not eligible for SBA financing.
S0942|Kid to Kid|Y|Y|Y|N|10/1/2017|
S0931|KID'S COMMUNITY COLLEGE|Y|Y|Y|N|10/1/2017|
S4419|Kid's Haven|Y|Y|Y|N|7/23/2019|When the real estate where the franchise business is located will secure the  SBA-guaranteed loan, the Assignment of Lease may not be executed.
S5224|Kid's Nite Out Across America|Y|Y|Y|N|4/18/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute the Assignment of Lease to the Franchisor.
S2367|KidCreate|Y|Y|Y|N|1/1/2018|
S0943|Kiddie Academy|Y|Y|Y|N|10/1/2017|
S4748|Kido School|Y|Y|Y|N|12/17/2019|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S6183|Kidokinetics|Y|Y|Y|N|12/23/2020|
S0944|Kids 'R' Kids|Y|Y|Y|N|10/1/2017|
S4482|Kids Empire|Y|Y|Y|N|8/20/2019|
S2206|KIDS FIRST SWIM SCHOOLS|Y|Y|Y|N|10/1/2017|
S2848|Kids Garden|Y|Y|Y|N|4/4/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Addendum to Lease document may not be executed.
S0945|Kids In Sports|Y|Y||Y|10/1/2017|
S0946|Kids That Rip|Y|Y|Y|N|10/1/2017|
S0947|KidsPark|Y|Y||Y|10/1/2017|
S6104|KidsTown|Y|Y|Y|N|11/18/2020|
S5785|KidStrong|Y|Y|Y|N|7/29/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider and the Collateral Assignment of Lease may not be executed.
S0948|Kidville|Y|Y|Y|N|10/1/2017|
S5828|KidZania|Y||||8/6/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S0949|KidzArt|Y|Y|Y|N|10/1/2017|
S4762|Kika Stretch Studios|Y|Y|Y|N|12/26/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
S2706|Killer Burger|Y|Y|Y|N|2/28/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum document and any Power of Attorney may not be executed.
S0950|Kilwins Chocolates and Ice Cream Store|Y|Y||Y|10/1/2017|
S2432|Kinderdance|Y|Y|Y|N|1/17/2018|
|Kinetico Incorporated - Exclusive 1 Year Residential Dealer Agreement|N|N|||3/9/2021|
|Kinetico Incorporated - Exclusive 5 Year Residential Dealer Agreement|N|N|||6/10/2020|
S3488|King Bear Auto Services Inc|Y|Y|Y|N|9/5/2018| 
S3499|King Fuels, Inc (76) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|9/10/2018|Distributor may not file anything against the SBA Real Estate Collateral.
S2910|King Fuels, Inc (Chevron) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2912|King Fuels, Inc (Conoco) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2909|King Fuels, Inc (Mobil) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2913|King Fuels, Inc (Philip 66) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2911|King Fuels, Inc (Texaco) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2914|King Fuels, Inc. (Shell) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S3348|King Fuels, Inc. (Valero) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|7/31/2018|Distributor will not file anything against the SBA Real Estate Collateral
S2915|King Fuels, Inc. (Exxon) Motor Fuel Supply and Sales Agreement|Y|Y|Y|N|4/10/2018|Distributor may not file anything against the SBA Real Estate Collateral
S5863|King's Bierhaus|Y|N|N|N|8/17/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S6127|KingFisher Boats, Inc. - Dealer Agreement|Y|Y|N|Y|12/3/2020|Only the SBA Negotiated Addendum may be used.
S5865|Kisses from Italy|Y|N|N|N|8/17/2020|
S0951|Kitchen Solvers|Y|Y|Y|N|10/1/2017|
S2368|Kitchen Tune-Up|Y|Y|Y|N|1/1/2018|
S2545|Kitchen Wise|Y|Y|Y|N|2/14/2018|
S6695|Kiwi's Clubhouse|Y|Y|Y|N|7/8/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Agreement Regarding Collateral Assignment of Lease and the Landlord Consent may not be executed.
S0933|KLA Schools|Y|Y||Y|10/1/2017|
S3967|Klappenberger & Son|Y|Y|Y|N|3/11/2019|
S2208|Klein Epstein & Parker|Y|Y|Y|N|10/1/2017|
|KMS Financial Services, Inc. - Registered Representative's Contract and Commission Schedule Supplement|N|N|||1/22/2020|
S0934|KNEADERS BAKERY & CAFÉ|Y|Y|Y|N|10/1/2017|
S0952|Knights Inn|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S3325|Knockout Fitness|Y|Y|Y|N|7/24/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S4788|Knockout Pizza - License Agreement|Y|Y|Y|N|1/14/2020|
S3328|Knockouts|Y|Y|Y|N|7/24/2018|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S6388|Knuckies Hoagies|Y|Y|Y|N|3/2/2021|None of the Mandatory Addenda to Lease may be used with SBA financing.
S4823|Koala Insulation|Y|Y|Y|N|2/4/2020|1. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 2. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed.
S4428|Kobra International, Ltd - License Agreement|Y|Y||Y|7/23/2019|
S5099|KoJa Kitchen|Y|Y|Y|N|4/9/2020|
S4242|Kokee Tea|Y|Y|Y|N|6/7/2019|
S0955|Koko FitClub|Y|Y||Y|10/1/2017|
S0956|Kolache Factory|Y|Y||Y|10/1/2017|
S4845|Kolache Shoppe|Y|Y|Y|N|2/11/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
S5662|Kolenda Strategic Leaders Academy|Y|Y|Y|N|7/2/2020|
S4597|Komptech Americas LLC - Distribution Agreement|Y|Y||Y|10/8/2019|
S0957|Kona Ice|Y|Y||Y|10/1/2017|
|Konica Minolta Dealer Agreement|N|N|||3/22/2018|
S0958|Kono Pizza|Y|Y||Y|10/1/2017|
|Korg USA - Dealer Agreement|N|N|||4/6/2021|
S0959|Kosama|Y|Y|Y|N|10/1/2017|
S5786|Kovi Kitchen|Y|Y|Y|N|7/29/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum and the Collateral Assignment of Lease may not be executed.
|Kramer's County Market - Trademark License Agreement|N|N|||8/7/2018|
S2688|Krav Maga Worldwide|Y|Y|Y|N|2/28/2018|
S3452|Krav Maga Worldwide Inc. - Licensing Agreement|Y|Y|Y|N|8/28/2018|
S2209|Krave Kobe Burger Grill|Y|Y|Y|N|10/1/2017|
S0960|Krispy Kreme Doughnuts|Y|Y||Y|10/1/2017|
|Krispy Krunchy Foods|N|N|||10/1/2017|
S0961|Krystal|Y|Y|Y|N|10/1/2017|
S3285|KTM - Dealer Agreement|Y|Y|Y|N|7/10/2018|
S4365|KTR|Y|Y|Y|N|7/8/2019|
|KTR Corporation - Representative's Sales Agreement|N|N|||9/28/2020|
S3459|Ku Cha House of Tea|Y|Y|Y|N|9/5/2018|When the real estate where the franchise business is located will secure the SBA‐guaranteed loan, the Lease Addendum and Collateral Assignment of Lease may not be executed.
|Kubota Tractor Corporation - Dealer Sales and Service Agreement|N|N|||12/4/2018|
S6893|KudoSociety|Y|Y|Y|N|9/30/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease and Consent & Agreement of Lessor may not be executed.
S5771|Kuk Sool Won - WKSA, LLC|Y|Y|Y|N|7/24/2020|
S3217|Kuma's Corner|Y|Y|Y|N|6/19/2018|
S0962|Kumon|Y|Y|Y|N|10/1/2017|
S3801|Kung Fu Tea|Y|Y|N|Y|12/19/2018|Only the negotiated addendum may be used.
S2666|Kwench Juice Cafe|Y|Y|Y|N|2/21/2018|
S5186|Kwicksilver Wheel Repair|Y||||4/14/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S6152|Kwik Copy Printing/Kwik Kopy Business Center/Franklin’s Business Center/Ink Well Printing Center|Y|Y|Y|N|12/11/2020|
|Kwik Kar - License Agreement for Existing Carwash Facility|N|N|||7/22/2021|
|Kwik Kar Lube & Tune Center - License Agreement|N|N|||1/31/2018|
S0963|Kwik Kopy Business Center|Y|Y|Y|N|10/1/2017|
|KYMCO USA - Dealer Agreement|N|N|||11/26/2019|
|KZRV, L.P. (Dealer Agreement)|N|N|||3/9/2018|
S0964|L&L HAWAIIAN BARBEQUE/L&L HAWAIIAN GRILL|Y|Y|Y|N|10/1/2017|
S3963|L&L Hawaiian Mixplate|Y|Y|Y|N|3/11/2019|
S5140|L'Artisan Cafe & Bakery - License Agreement|Y|Y|Y|N|4/10/2020|
|L. & J.G. Stickley - Basic Policy Statement|N|N|||3/23/2020|
S2474|L.A. Bikini|Y|Y|Y|N|1/30/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S4248|L.A. Green|Y|Y|Y|N|6/7/2019|
S2211|L.A. Insurance|Y|Y|Y|N|10/1/2017|
S0965|L.A. Tan|Y|Y|Y|N|10/1/2017|
S6381|La Bou Bakery and Cafe - License Agreement|Y||||3/2/2021|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S0966|LA BOXING|Y|Y|Y|N|10/1/2017|
S4914|La Brasa|Y|Y|Y|N|3/3/2020|
S3540|La Carnita Stash House|Y|Y|Y|N|9/24/2018|
S2034|LA Crawfish|Y|Y|Y|N|4/1/2017|
S6522|La Diperie|Y|Y|Y|N|4/21/2021|1. If the Franchisor or its affiliate provides the Applicant with a loan, Lender/CDC must include the availability of the loan in the credit elsewhere determination in accordance with SOP 50 10. 2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  3. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum to Lease Agreement may not be executed.
S4746|La Frontera/Frontera Mex Mex Grill|Y|Y|Y|N|12/17/2019|
S5648|La Granja|Y|Y|Y|N|6/30/2020|
|LA Health Care Plan - General Agency Agreement|N|N|||6/11/2019|
S4196|La Madeleine|Y|Y|Y|N|5/14/2019|1.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Assignment and Assumption of Lease may not be used.  2.  If Applicant also operates under an administrative services agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S5793|La Michoacana Plus - Unitary License Agreement|Y|Y|Y|N|7/31/2020|
S0981|La Pa Grill|Y|Y|Y|N|10/1/2017|
S0982|La Quinta by Wyndham a.k.a. La Quinta Inn & Suites|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S5629|La Rosa Realty|Y|Y|Y|N|6/24/2020|
S0983|La Salsa|Y|Y|Y|N|10/1/2017|
S0967|LA SUNSET TAN|Y|Y|Y|N|10/1/2017|
S3007|La-Z-Boy Furniture Galleries/Laz-Z-Boy Home Furnishings and Decor (License Agreements)|Y|Y|Y|N|4/24/2018|
S5185|Labor Finders |Y|Y|Y|N|4/14/2020|
S4509|Labor Panes|Y|Y|Y|N|9/10/2019|
S5615|Ladles Soups|Y|Y|Y|N|6/23/2020|
S6810|Lady Bug|Y|Y|Y|N|8/26/2021|
S0969|LADYBIRD ACADEMY|Y|Y|Y|N|10/1/2017|
|Lagree Fitness - Licensing Agreement|N|N|||4/22/2019|
|Lagree Fitness  - SPX Fitness License Agreement|N|N|||4/4/2018|
S5599|Lakefront Living International, LLC|Y||||6/16/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
|Lakeshore Insurance Services, Inc. - Producer's Agreement|N|N|||2/11/2020|
S3589|LaMar's Donuts|Y|Y|Y|N|10/16/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Assignment of Lease may not be executed.
S5277|Lamborghini America - Dealer Agreement|Y|Y|Y|N|4/22/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S5802|Lamppost Pizza|Y|Y|Y|N|7/31/2020|This brand is only eligible for loans under the Economic Injury Disaster Loan Program and will be listed only for the duration of the program.
S3198|Land of A Thousand Hills Coffee Company|Y|Y|Y|N|6/5/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
|Land Pride - Dealer Agreement|N|N|||9/23/2021|
S5022|Land Rover  Dealer Agreement Grant of the Franchise|Y|Y|Y|N|4/3/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S6806|Landmark Americana Tap and Grill - Trademark License and Support Agreement|Y|Y|Y|N|8/26/2021|
|Landscape Structures, Inc. (Manufacturer's Representative Agreement)|N|N|||3/9/2018|
|Landstar|N|N|||10/1/2017|
S6158|Lanman Oil Company, Inc. (BP) Jobber/Dealer Contract|Y|Y|Y|N|12/16/2020|Distributor may not file anything against the SBA Collateral Real Estate with the exception of a UCC (Fixtures) Financing Statement (Purchase Money Security Interest) for money advanced by Distributor for purchase of equipment.
S0970|LANTIS FIREWORKS AND LASERS|Y|Y|Y|N|10/1/2017|
S5591|LAP Petroleum, LLC - Product Sales Agreement|Y|Y|Y|N|6/15/2020|Distributor may not file anything against the SBA Real Estate Collateral
S0985|Lapels|Y|Y|Y|N|10/1/2017|
S0971|LAPTOPXCHANGE|Y|Y|Y|N|10/1/2017|
S3444|Lard Oil Company (Multi Brands)  Complete Contract of Sale|Y|Y|Y|N|8/28/2018|Distributor may not file anything against the SBA Real Estate Collateral
S3632|LaRosa Chicken and Grill|Y|Y|Y|N|10/30/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Agreement Rider/Rider to Lease Agreement may not be executed. 
S4881|LaRosa's Pizzeria|Y|Y|Y|N|2/19/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with the SOP 50 10.
S0972|LARRY'S GIANT SUBS|Y|Y|Y|N|10/1/2017|
|Larson Boats - Dealer Agreement|N|N|||4/16/2018|
|Larson Boats, LLC (U.S. Model Year 2018 Dealer Agreement)|N|N|||3/9/2018|
S3481|Las Palapas|Y|Y|Y|N|9/5/2018|
S0986|Lasaters Coffee & Tea|Y|Y|Y|N|10/1/2017|
S6094|Laserfiche - Cloud Solution Provider Agreement and Value Added Reseller Agreement|Y|Y|Y|N|11/13/2020|Applicant business must have signed both the Cloud Solution Provider Agreement and the Value Added Reseller Agreement to be eligible.
S3518|Lash and Company|Y|Y|Y|N|9/17/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
